	1.6197651.6197833	1.23695702.23696132	1.25904663.25904738	1.27563263.27563361	1.27589272.27589457	1.40040715.40040801	1.44778529.44778753	1.54036609.54036718	1.54040755.54040840	1.54041723.54041805	1.54212500.54212658	1.61700933.61701025	1.92832039.92832326	1.92836189.92836392	1.94506537.94506642	1.95150207.95150266	1.117414712.117414831	1.117420568.117420686	1.153670170.153670230	1.153974272.153974835	1.153991565.153991760	1.153992064.153992292	1.154272632.154272776	1.160285054.160285130	1.161037641.161037826	1.161157616.161157693	1.161158120.161158211	1.161213863.161214391	1.162499954.162500267	1.162500912.162501104	1.165631219.165631293	1.165655367.165655628	1.173477322.173477492	1.176175909.176176007	1.182839342.182839456	1.184726254.184726389	1.185782043.185782205	1.202961881.202962699	1.204655224.204655353	1.205768157.205768615	1.234059536.234059733	10.668192.668731	10.7788169.7788263	10.49932095.49932200	10.58269151.58269304	10.70170412.70170503	10.72626009.72626106	10.77472172.77472494	10.84139515.84139593	10.84148729.84148838	10.87062655.87062896	10.103396297.103396504	10.114974328.114974385	10.115135026.115135846	10.119178754.119178811	11.812759.812874	11.13417157.13417279	11.14498837.14499010	11.17075096.17075197	11.17077428.17077542	11.21113588.21113714	11.32587011.32587144	11.33432320.33433913	11.61329362.61329584	11.61536521.61537255	11.61539443.61540228	11.61540394.61541361	11.61544710.61546005	11.61549039.61549787	11.61560234.61560511	11.61789130.61789235	11.62572583.62572742	11.63976224.63976535	11.64321585.64321793	11.67355943.67356032	11.69128149.69128540	11.70561367.70561640	11.70616939.70617347	11.77619605.77619695	11.119015808.119015939	11.125222649.125222793	11.133917065.133917209	12.2632484.2632835	12.6492137.6492467	12.6493057.6493284	12.6865983.6866629	12.6870264.6870934	12.21635340.21635709	12.32713208.32713371	12.39304820.39304938	12.40943994.40944170	12.44714631.44714741	12.46243199.46243314	12.49269847.49269976	12.53019909.53020026	12.55726120.55726261	12.56042424.56042602	12.56117214.56117820	12.56639879.56640192	12.56712433.56712552	12.56784852.56785016	12.66169854.66169995	12.69585459.69585524	12.69586269.69586344	12.69587504.69587616	12.96021084.96021137	12.100220007.100220146	12.111157789.111157931	12.112405190.112405376	12.112409405.112409574	12.120444018.120444955	12.121810406.121810521	12.124356922.124358650	12.124914369.124914659	12.130489422.130489681	12.132951761.132952075	13.27253599.27253843	13.27256183.27256392	13.28659134.28659187	13.42168678.42168818	13.49551325.49551468	13.75530113.75530266	13.77899858.77899967	13.113858096.113859830	14.23025849.23026375	14.24118054.24118155	14.24118387.24118534	14.24216859.24217223	14.39061764.39061871	14.39063323.39063413	14.39092540.39092627	14.49583572.49583675	14.49585651.49586049	14.49586284.49586388	14.49620561.49620623	14.49806020.49806133	14.54488924.54489029	14.67695629.67695750	14.70359518.70359711	14.77708102.77708208	14.89712518.89712680	14.92121641.92121891	14.94128513.94128675	14.100864468.100865188	14.100865266.100865567	14.103915065.103915189	15.34095894.34096014	15.49155524.49155592	15.55389364.55389433	15.66503357.66503529	15.76225848.76225929	15.77052384.77052468	15.77052776.77052929	15.78540448.78540539	15.82536751.82536931	15.82538305.82538371	15.82538879.82538985	15.82986228.82986369	15.101272193.101272856	16.598960.599176	16.3731775.3731937	16.15084641.15084705	16.15085638.15085698	16.15459070.15459534	16.18782730.18783148	16.18784737.18784823	16.18788062.18788142	16.18788980.18789118	16.18801430.18801560	16.19504880.19505092	16.46662982.46663162	16.46677314.46677451	16.46682078.46682213	16.46683488.46683606	16.50319886.50320030	16.56626879.56627095	16.56633339.56633405	16.56633750.56633959	16.56683957.56684194	16.84700016.84700111	16.85799639.85799752	17.3720306.3720402	17.4798279.4798491	17.7856684.7856843	17.8379795.8379936	17.8382142.8382315	17.28576510.28576926	17.31851873.31852308	17.33377490.33377730	17.38849803.38850214	17.42811654.42811797	17.42998597.42998831	17.42999861.43000180	17.46372815.46372866	17.46590721.46590787	17.51696572.51696788	17.79227765.79227955	17.79229895.79230274	17.79261926.79262039	17.79281544.79281730	17.79370683.79370860	17.79412500.79412947	17.79531685.79531796	17.81240986.81241280	17.81899919.81900252	18.3253888.3254050	18.3262133.3262237	18.3277252.3277414	18.3694076.3700673	18.10530769.10530837	18.21773623.21773728	18.21778102.21778169	18.37429294.37429545	18.37459696.37459976	18.49490453.49490552	18.59157607.59157665	18.59158604.59158828	18.79973338.79973903	19.8321307.8321379	19.9829964.9830116	19.13226851.13226923	19.13229063.13230209	19.13240215.13240714	19.13436416.13436700	19.15256063.15256263	19.23827096.23827267	19.34739522.34739621	19.40546251.40547016	19.40553440.40553634	19.47778688.47778814	19.48617790.48617877	19.49499511.49499691	19.50661741.50662682	19.58394681.58394803	2.1868318.1868618	2.3110015.3111000	2.3575291.3575350	2.3575591.3575684	2.10788896.10788981	2.11584776.11584925	2.27771729.27771799	2.47175975.47176528	2.54921266.54921625	2.55233362.55233417	2.55234118.55234204	2.55235427.55235984	2.61868138.61868706	2.61876094.61876234	2.76445215.76445402	2.85342131.85342321	2.91593271.91593543	2.113955622.113955706	2.135126582.135126656	2.140270241.140270346	2.171815120.171815202	2.182757691.182757825	2.182878876.182879014	2.186666703.186666783	2.195718251.195718332	2.200817105.200817241	2.201071989.201072059	2.208254938.208255100	2.211422006.211422104	2.216499242.216499398	2.216499948.216501971	2.219248790.219248899	2.231172534.231172807	20.3549169.3549338	20.18567439.18567596	20.34089318.34089905	20.35542070.35542185	20.46217211.46217313	20.58343717.58343799	20.59028583.59028841	20.59030302.59030429	20.59032219.59032343	20.62387320.62387388	20.62387610.62387674	20.62387842.62388062	20.62388308.62388519	21.33914449.33914500	21.33915577.33915806	21.34379427.34379516	21.37777351.37777471	22.17591776.17592736	22.32387593.32388099	22.32768115.32768389	22.39312882.39312984	22.40346540.40346711	22.47801269.47801483	22.47834897.47835323	22.47835553.47835896	22.48509316.48509693	3.10514258.10514363	3.12835959.12836462	3.12839348.12839530	3.13127937.13128532	3.17014707.17015052	3.27404829.27404963	3.36325351.36325498	3.42804435.42804503	3.53891769.53891858	3.58430127.58430238	3.58431730.58431793	3.62319720.62319832	3.69071534.69071617	3.69077797.69077918	3.108219409.108219572	3.119498555.119498955	3.136328757.136328857	3.139383297.139383435	3.150622384.150622495	3.151246811.151247129	3.156514363.156514449	3.179614970.179615059	3.179615982.179616049	3.184306053.184306155	3.186783534.186784002	3.186784220.186786051	3.197951158.197951324	3.197953937.197954147	3.197955660.197956207	4.609126.609865	4.6497436.6497592	4.8093346.8094161	4.8486433.8486547	4.39454863.39454944	4.39456340.39456538	4.39457585.39457696	4.42049376.42049479	4.57030203.57030399	4.83075296.83075789	4.108621950.108622024	4.143543196.143543657	4.144011968.144012329	4.145104385.145104515	4.151100974.151101162	4.151102870.151103304	4.165313237.165313366	4.165327677.165327764	4.169690529.169690652	4.173387796.173388630	5.1815850.1816048	5.10250296.10250445	5.31662994.31663231	5.36606584.36607014	5.40834470.40834606	5.43313355.43313476	5.43700118.43700237	5.53683117.53683334	5.57174066.57174211	5.74750578.74750667	5.82276348.82276518	5.82277692.82277852	5.82278319.82278381	5.86619352.86619499	5.141969112.141969167	5.141970703.141970877	5.150443339.150444353	5.150447422.150447735	5.168486479.168486543	5.176852271.176852377	6.16430494.16430818	6.24775008.24775112	6.26103940.26104322	6.27375193.27375248	6.29945450.29945876	6.30619492.30619601	6.30720340.30720563	6.31839542.31839743	6.33272542.33272726	6.33275796.33275883	6.33439718.33440170	6.34417462.34417547	6.34773445.34773780	6.35470579.35470779	6.36977198.36977250	6.40491435.40492165	6.44247093.44247319	6.52995623.52995944	6.53082503.53082618	6.55499235.55499299	6.73518029.73518610	6.75237760.75237988	6.75240300.75240385	6.75240989.75241265	6.75243716.75243795	6.112097040.112097201	6.132814547.132814613	6.132814731.132814782	6.132816460.132816691	6.151452489.151452586	6.159778169.159778280	6.159779894.159780087	6.165852222.165853536	7.673951.674049	7.2366316.2366448	7.10933449.10933692	7.22812972.22813185	7.22822676.22822837	7.23689268.23689459	7.44983044.44983322	7.54752291.54752458	7.54757494.54757594	7.54759157.54759222	7.56101570.56101861	7.71160545.71160750	7.71498392.71498721	7.71690631.71690881	7.76535165.76535325	7.97117714.97117897	7.100298687.100299000	7.100643122.100643326	7.101505359.101505457	7.103355693.103355793	7.104207832.104207990	7.108497482.108497577	7.132205456.132205567	7.135950598.135950682	7.140696704.140696842	7.140704859.140704963	7.140706562.140706644	7.141006175.141006535	7.150791317.150791623	7.154704007.154704463	7.157833853.157834529	7.157844901.157845042	7.157846692.157848644	7.157869932.157870726	7.158066984.158067235	7.158068709.158068942	7.158278666.158278853	7.158398804.158399368	7.158451144.158451673	8.1012950.1013753	8.1033340.1033799	8.1034873.1035055	8.1294901.1297443	8.1297445.1297755	8.1298405.1300194	8.1337581.1338855	8.1338921.1341068	8.1353526.1354332	8.1354345.1355497	8.1360499.1361664	8.1362797.1363112	8.1364613.1365172	8.1374613.1374779	8.1377429.1377708	8.1380340.1380911	8.1384505.1384671	8.1385716.1387189	8.1389328.1389533	8.1389561.1391176	8.1391201.1391564	8.1398108.1398162	8.1407960.1408509	8.1423765.1424410	8.1443422.1443925	8.1459832.1460215	8.1473311.1473457	8.1618494.1618609	8.10400397.10401968	8.10468441.10469270	8.10502800.10503528	8.37740364.37740446	8.42154615.42154960	8.47488990.47489224	8.52636014.52636069	8.63017492.63017630	8.67061845.67062132	8.73291551.73291661	8.73291772.73291910	8.81686251.81686320	8.81721226.81721288	8.96121205.96121410	8.98041756.98041857	8.98042644.98043190	8.98044088.98045460	8.103021069.103021225	8.103040797.103041017	8.108214606.108214716	8.108248612.108248704	8.120445067.120445138	9.32552800.32552979	9.33256800.33256908	9.33278112.33278225	9.34613547.34613871	9.35099899.35100172	9.63677083.63677307	9.83980502.83980616	9.85575240.85575475	9.86049995.86050338	9.92243215.92243311	9.98346230.98346695	9.99230336.99230593	9.111525177.111525262	9.124861418.124861555	9.127447673.127447817	9.127447835.127447989	9.127451277.127451395	9.137149418.137149972	9.137152185.137153794	9.137154611.137156418	9.137896817.137897151	9.137938914.137939515	9.138004684.138005456
sample_R1	207674	311605	452224	0	479	18266	382759	91117	103267	137477	53916	59214	39022	605862	30913	35468	718908	342962	16864	220068	184256	27746	45273	16296	22600	45141	70537	165047	228823	152697	37668	279420	140447	21870	35003	38313	0	135385	667	63425	303	5461	59076	53961	76513	21998	20303	1453	85105	208844	342553	67570	23612	739	28555	110425	88821	46383	142176	82428	35002	81516	5716	218934	16265	13912	19745	21740	8213	734	26446	282138	564512	345162	194	1322	630	877	49474	163701	296	647	2458	194937	117900	418884	3022396	1228884	152151	102127	446107	152667	101656	7813	233323	304532	776124	2946689	854907	55560	10533	35536	6970	23405	77491	13950	42020	219	373966	10508	87644	13927	17984	273066	92	761	134998	843622	20211	48454	43437	73012	22862	8580	0	0	0	0	54789	42332	39283	71129	148071	61318	17974	78416	35530	47977	41860	48567	58604	55377	37165	4068	720	253458	87098	25604	16620	474049	24086	141585	286769	28128	274156	159886	326175	23545	109057	2208	37246	10159	11247	1818	96179	161362	207673	281339	130801	130858	201161	101879	167817	108685	49182	431212	114223	323046	914750	10907	119731	12800	122359	150478	801229	960669	440064	298918	0	207641	67778	134900	507794	87221	45629	73	561	1191	0	576	1062	264	0	97623	157024	73022	52864	275708	67245	82397	109190	93504	439	1001	206515	29925	76919	374673	14936	148506	490	54991	1476	1718	60992	1281	14913	5895	794	297573	82367	427415	1226704	55259	2005	1816	7150	93453	50172	3325	25726	440603	574	117091	292421	531372	188040	118109	2069488	4959	1272	82267	34282	22326	53683	44545	0	40504	100482	80532	18329	21270	29392	769723	1253803	806	110230	98340	74843	235015	31708	657	44873	76225	249383	132552	172077	249359	328005	301960	77448	48607	34403	0	1296283	111227	97	147365	17280	747	1784	300	982	210	450134	965597	3397	64356	75305	0	51997	17574	83330	33505	33598	22941	52183	40158	77324	40803	67750	86254	1159	44030	78174	78319	140403	112250	4093690	404649	232412	73984	11638	0	5118	1082	84225	43021	108831	74195	84927	196102	139928	175210	503	50338	670438	947324	117516	12418	99484	169680	88003	73076	521	390734	482807	19508	69189	64875	21031	30904	398353	730040	24218	708875	5143	81703	200362	654588	3897	207	2309	8154	557551	4630	376766	49018	468678	60008	269540	368398	1970	52893	100958	188169	171152	2323	420637	366321733	63656	26191	7058168	401474	230812	148703	34616	54355	14840	48493	475432	10373	43667	152712	3964	371	48325	845091	281796	232889	18575	22242	35121	63997	10881	508597	503	1482	1535	2061	9631	1996	83678	359	96678	19509	39178	99	112737	88427	100283	18576	88157	41698	1866	2847	609	7335	2200	1952	5893	0	1156	3037	4438	1842	332	13237	3408	7832	7120	9549	3067	7736	6033	2854	5503	308	1834	3863	965	7852	1603	24918	4662	1305	7215	2305	1457	1554	532	0	9844	13297	9603	10435	134578	1021	37362	25021	161782	356562	451340	12756	4755	227	95680	309275	403813	149485	241150	91631	37824	7654	13832	71331	115283	267799	87817	564	101105	97048	1450	62538	1928	90651	39425	490008	43311	289306	154569	3264	5272	10121	3287	3875	2527
sample_R2	221984	370847	387475	47	808	17807	419888	74761	94410	131075	35523	48645	39855	644763	34102	27323	782733	371919	13137	155118	201284	29485	35525	11023	19864	35206	49523	139849	164163	114205	36705	269453	159693	16480	28085	30365	171	148699	463	53699	101	9648	45329	47753	54741	28418	14847	900	64543	181915	305197	62121	22003	1359	19768	107406	81665	39484	144950	89644	25156	60971	2680	214050	5347	11697	11963	12985	5973	1022	25805	326426	467649	259288	662	1339	3	1869	46403	148183	0	413	2667	174623	89036	379750	2215201	902108	129308	80494	393943	129713	104615	23583	271288	305796	547100	3352416	680913	47496	6370	33831	6013	18571	63115	12399	44391	260	323724	5983	83067	14482	14923	227519	472	1876	152475	1011514	19399	42739	39826	72609	33814	17494	0	0	0	0	48951	33893	33824	77180	166201	68812	17922	77101	34480	46150	34799	38382	72742	30351	33513	4154	824	222411	85715	26780	17922	555684	13490	113234	251164	25320	308234	175773	360286	20320	114294	1782	37728	9750	9489	2198	79536	135067	176077	249356	121360	105277	161432	77824	125796	80288	51952	241559	36590	103889	500821	10249	96036	13786	101867	125756	849775	1009350	293049	237046	462	184922	66914	127459	537956	79021	34830	0	549	1010	6	147	557	1217	161	58391	131280	68466	44677	216477	52703	57228	89109	80527	914	1708	231467	22829	50012	324499	14625	113498	831	40048	1059	1150	60853	455	11561	5433	569	245453	95176	412078	856321	73055	484	4227	7470	112738	36339	4954	18867	414852	8	125219	311584	548112	158553	104493	2956283	5425	1560	63875	31654	17046	54195	33219	0	28456	86176	77662	13980	17732	22369	719252	1140822	1184	91084	101582	62126	200656	34514	237	46163	65283	227290	120492	145988	207169	254253	222966	66758	40755	35243	110	0	101162	261	144189	16097	0	401	1049	782	105	587764	1234691	3984	53313	62395	141	46474	17143	52324	21967	24411	23466	47391	32051	66327	43481	58588	70896	1290	27552	61470	59196	92482	96963	3513012	405413	247889	73854	5868	0	2688	524	91017	48568	125913	65579	79657	173485	133061	160501	1882	38363	759816	995685	77608	12748	101332	76006	83765	58390	429	298797	465775	18571	50923	58477	20844	26286	444195	875507	27795	573985	7575	85537	167953	658830	3029	96	3926	7740	544413	3092	348808	56166	410778	70288	228534	350424	2969	52976	91496	216037	123429	2329	387039	386446495	54667	28205	8517344	306580	172491	111601	25841	59035	17200	58687	565032	7093	34521	122144	1869	242	41228	705319	237194	246573	34583	22253	35732	65147	10751	408497	458	743	408	2867	18775	2002	70257	196	81222	16186	36945	82	101456	60836	75123	11695	68606	52943	1603	4929	890	2809	1432	2192	1765	232	870	2918	3688	635	2372	12439	2482	8804	5021	7495	4429	3567	3299	1797	4876	870	871	2204	1219	3679	1004	13225	3426	626	2637	2873	2929	1998	536	0	8481	13572	7649	9746	106087	336	28729	23042	134265	359462	458201	12844	5662	0	130066	402256	528753	126504	196333	90206	39334	5473	17567	65461	112235	236564	79424	300	93274	82310	2072	44998	1032	71671	33350	550633	42279	287038	151380	3526	5987	11349	2195	2381	2383
sample_R3	238665	370002	425473	184	388	14550	382999	73199	88429	115466	49574	49251	38591	576012	27084	35066	645569	297933	15568	180696	216707	41615	45474	20592	24595	39711	55868	175721	200784	137962	35523	215509	115490	18094	29588	31826	0	144164	740	34464	119	4320	47949	54113	66799	21527	19504	150	86242	192632	332453	54258	21702	2339	19315	108971	83953	51503	138965	87986	37497	66986	4435	190528	8871	16823	17046	15330	6923	642	22156	263999	489536	289796	126	2059	843	1575	58721	131164	0	1308	3201	167589	100643	349780	2427894	974182	139162	83902	406090	122145	82872	18312	229961	288183	344037	2859937	669611	46315	13421	33473	7277	23002	73976	10500	41762	209	374351	9206	84918	14972	15708	249039	493	1281	165820	794570	15322	39126	34336	71088	35780	12333	0	0	0	0	57818	37078	35931	58355	119032	52310	16009	77373	36382	58255	40004	48581	63811	43431	34199	2362	892	208279	69430	20050	14467	451905	14978	129521	251158	30970	249120	144826	326667	20001	89851	1494	38871	10161	11216	1470	118869	176321	195263	269893	126108	126666	174323	87437	145451	100248	51625	276876	26391	77237	209144	10608	100831	13683	113588	154166	818854	897531	366411	265322	476	220355	62576	148014	543613	66089	35155	0	384	1774	523	282	219	1300	379	73484	149735	53174	40812	243923	67524	67493	95048	82415	703	2750	216191	33381	69227	330804	16149	105866	668	42606	1397	1893	67162	51581	13098	7675	512	258007	81906	371889	1027563	50084	1124	2759	6016	99817	42080	4309	23885	466393	6	107860	266785	555367	151871	108582	2097499	7505	1159	70260	32575	23249	47302	36032	446	31818	90554	65851	20424	17380	22682	831583	1310070	387	95502	84502	63185	162683	32714	354	48316	77921	247918	136726	173793	234295	294567	277934	72762	46236	30908	109	1055272	84889	540	131296	19005	190	1200	823	1298	172	467440	957773	3909	50170	78514	0	45811	16832	75499	29824	31121	24027	37536	38479	77496	43854	59321	77932	777	38019	73651	75651	119477	123098	4015212	397818	242564	70746	8710	602	911	998	229472	369530	217722	69402	84574	181747	124143	191039	812	41926	649465	928938	86199	18292	98646	96160	76503	68185	905	306992	487581	27951	48093	54204	20631	29189	408046	744023	26677	645017	7429	76199	160664	576213	4544	0	3504	6664	748815	4222	344943	50479	470040	59748	258504	351179	3903	76641	99486	201989	161071	3118	396483	329139268	57176	22476	7266299	333567	194074	144466	40467	51633	15926	52249	431644	9618	69609	132176	4960	189	39372	718005	259548	231802	41580	13788	31428	57024	11138	381865	145	440	180	1338	11426	1575	75826	0	101173	17306	38375	108	105359	81540	85398	14589	83734	30320	1034	2850	484	5238	3205	4386	4415	320	1475	582	4677	3092	577	11614	1473	7103	2677	8762	4722	6041	9821	1134	2829	179	718	2423	727	8464	1642	10116	3454	487	6094	3113	1640	1800	752	223	9921	9597	9889	10939	114549	1971	32379	26218	152726	337147	432367	12715	4676	0	111265	338787	466445	108683	191604	87071	38419	6631	13649	58201	117171	235688	64719	580	95483	99408	1596	51402	1485	66603	40696	480636	40356	251002	167539	3090	10672	11918	2939	621	5504
sample_R4	134246	224036	274003	1101	410	11004	314523	57909	66226	89043	24767	29881	28881	442385	16298	40066	545589	255417	10421	174494	135335	26352	20761	12206	14729	35814	50138	97174	190939	113782	20867	186816	146287	13599	27847	16153	280	70872	1519	40112	0	8132	29490	27793	48888	13845	12153	1318	48071	141892	257384	46615	12660	4774	23233	88351	62718	37748	93904	61569	22575	50097	7214	134659	13729	28104	22741	25378	5492	3981	14419	238958	369990	229289	1318	3366	1597	1726	34207	128404	4	1514	5148	127300	68852	233576	1786162	820497	95025	54201	306477	99406	60505	5026	161698	202879	366836	2388741	503934	41248	7235	20194	7759	22424	63487	9409	30651	861	261228	8731	56006	12556	17554	187677	682	3640	97092	634831	12234	35998	32881	59065	24084	16608	0	0	0	0	36907	23490	23444	54626	128427	51813	12533	57163	21978	30492	25370	29429	54736	28129	22158	2930	2702	168545	43673	14120	18844	369538	11401	97105	197036	14039	183649	106860	243969	10181	52709	2400	42132	10176	10598	1599	91180	127176	170899	245802	95144	78697	135514	66861	118332	70058	32699	233279	16215	42331	196409	6076	72024	6888	58194	77848	598792	737479	273104	179999	1196	134804	32189	94590	376339	63121	33633	1078	3887	3718	922	2810	721	1450	333	55371	125641	68725	32301	183267	133450	46529	80050	75524	2038	3296	153859	14755	42027	192636	8384	87164	1995	56513	8482	2273	53644	58026	8060	8795	1525	237314	71267	333621	1127978	53761	7819	6340	4750	77817	50201	2585	19666	293454	0	89624	221783	340424	143861	106964	1864356	5209	1642	53517	21991	14449	41737	20510	0	32591	64857	45107	12490	15011	21483	588547	945952	846	68141	51493	56381	134226	18975	930	34270	60434	194137	94696	131777	195906	250845	216665	49921	31697	26683	111	0	64763	1051	101522	10192	1839	2208	1602	4347	539	358942	763887	4798	41987	64163	0	26932	14215	43525	13146	19719	14777	31844	24352	57592	25811	48040	59269	2169	26846	46895	44415	72615	80075	2735407	323191	188517	70948	6466	816	6032	2121	57266	39922	104420	50061	55465	116355	112980	128240	3038	20446	587604	784567	75950	10092	59284	84090	45138	54469	1224	412310	458119	13004	42721	37651	18020	29285	315766	636275	20570	526097	3771	47022	194593	459479	3231	71	3100	11951	650341	4290	316671	30292	306291	43525	158947	245441	3708	41254	63116	109467	112142	8194	406531	266812089	24071	20919	6297371	205036	123754	89605	22457	45055	11374	41197	375576	9364	28050	122135	4924	254	28128	464364	184058	201599	21405	10719	18359	34610	5349	274970	781	2072	861	824	9335	2565	45972	1113	53193	10454	35503	507	73763	49425	56526	9272	46464	43175	2974	6578	1396	7481	4597	5821	5358	669	2444	2771	9084	5484	739	35345	7924	28359	21524	35090	10372	18043	20582	4796	11499	2200	6055	9841	6143	17731	4281	32393	5443	1591	6395	13272	5710	7282	2449	153	30932	29166	15736	5572	85714	2065	24093	19358	108017	284387	355761	9575	3072	0	86063	282616	352033	98954	152168	77572	29890	5066	6846	40246	80708	170934	48572	848	55750	52570	3255	30892	5151	52439	27093	380825	27432	188695	102084	6116	12597	17241	2248	7339	4691
sample_R6	128019	218691	308039	819	1436	12616	267485	63874	74015	97820	34547	39649	28756	427977	17369	36492	565589	260193	14436	175849	134651	31145	30030	10873	21432	40432	52587	106119	189016	122622	25833	200180	119888	16735	27280	30877	0	87975	1354	39697	657	9307	32841	33334	61975	14828	15319	998	60551	168484	333487	46785	16589	6761	20277	87877	76927	34913	106430	75998	22442	42398	16819	147144	24834	47691	53493	53445	20091	4742	21539	246052	405917	220986	2539	6691	1146	5816	33351	111099	327	2718	4190	137214	76668	251150	2014492	925836	110729	75688	320199	115068	60292	5255	154949	231691	240883	2207910	561735	36542	12148	22706	7548	25172	74622	12720	31248	608	246320	6952	68730	12679	40312	219050	2578	3542	112499	547349	13814	41073	23652	59357	27681	30865	0	0	0	0	39265	25878	27799	50834	112485	49330	9636	65321	22296	37184	33801	28658	42284	33399	24133	8812	2871	189615	50538	13705	17401	339941	12358	103432	206722	15360	183011	107050	251552	12627	91336	2288	39212	11757	11527	2548	97665	139214	160493	223630	94040	84468	165028	89355	127539	82271	36114	323370	36647	114333	209985	7210	72243	7769	65265	85123	657015	747885	322685	213789	938	159701	33694	100845	428959	49654	26162	836	2444	6940	549	1726	1664	3410	661	75395	110144	58974	32772	220686	136391	46601	79064	65584	3170	4355	186606	19341	39621	227021	9950	99491	1587	74320	11734	2766	52983	1171	10841	21015	967	252104	87410	275981	1139881	48508	6353	12295	5140	71837	76923	3258	17453	332675	878	112337	264966	410027	174784	126841	1055387	4046	1615	58883	28851	19192	40946	33600	0	29220	61918	47865	12763	15810	18566	658749	1015526	918	64822	56006	49678	160602	22916	1139	33053	66780	180616	93273	152060	203276	251669	238745	56033	35953	26107	419	0	78321	3081	117417	12084	670	1850	1385	9164	1043	389619	777619	7299	41589	57230	392	33316	16370	40731	13949	31142	18763	29041	36545	57711	25705	44134	66502	2017	27707	56393	61003	83033	90394	2850228	313937	211612	73187	12977	2638	7594	2164	59363	49899	103176	51127	69724	132922	111784	134581	915	25214	604393	865751	74845	9420	59561	85992	43392	58990	2633	433113	327103	12433	46148	42938	22301	28659	303221	497588	17797	588937	3885	53671	171105	537133	2442	667	3552	9447	733074	3613	226270	33352	287786	33906	237151	331511	5124	62641	58048	168203	145843	6606	494928	225396733	29371	22770	6205217	242355	144797	111223	28636	40535	12361	41243	328527	11230	35796	175042	10608	185	38973	514179	197131	192587	13455	9168	31425	52753	10517	334872	2201	2721	2493	740	5097	4507	47405	323	51210	11540	39162	454	91335	59741	66728	12084	62589	46708	2747	5477	2104	7727	9062	4304	2643	1555	4139	4892	9973	7573	2542	40691	8378	24707	19630	25446	10714	8818	14535	5165	8570	2269	2702	9254	5948	22027	2503	29684	7895	702	7116	5776	3068	5087	836	794	29621	24722	23786	9323	100668	1536	26378	22821	104911	305346	410188	7647	4563	97	76952	245554	329653	87723	170835	77820	34784	5562	8317	40340	95791	191991	51704	1124	61988	52840	5901	38838	4834	59169	28900	383623	26071	167903	115291	16247	30306	37800	3972	7315	10546
sample_R7	246579	429242	418454	472	132	17851	416694	99252	111796	145581	51597	58952	38571	592718	31099	30419	622827	291658	14535	213956	251198	45974	43776	15926	30874	54829	71461	180442	201861	152926	42635	360861	177803	20239	34178	37067	0	151209	558	69707	251	4992	61010	49082	72418	20210	22192	362	83461	233884	376869	65696	23177	535	27003	145105	88611	50496	171837	96673	26196	71727	2417	212693	12558	10673	16987	19824	5630	719	31476	304021	661693	344844	309	920	0	2109	58256	179570	0	903	2314	226894	132610	405780	2765665	1308242	175209	109182	419936	125483	129682	40559	223675	339230	616189	3333266	933434	62100	14510	41775	7812	27197	80072	14032	56267	27	392881	10302	85610	13496	18840	261613	948	3025	181331	895945	17854	40496	36714	94919	36424	9464	0	0	0	0	57424	43731	40754	93958	176129	74620	14065	90350	33203	56980	45009	50539	68768	47499	58732	2480	641	271133	95095	23993	21399	421478	18789	150813	307851	32135	297532	174365	367004	23431	123472	1862	42787	9725	10734	629	130257	204286	221488	304442	119484	142704	176613	100673	159670	103349	63872	351861	29380	87182	265978	12508	121463	14564	132867	168915	865434	989799	417533	320926	0	253362	61886	151799	573015	70979	24167	150	289	3145	0	116	0	300	222	94681	180650	59751	47575	270425	49182	74875	97448	86439	719	1369	230008	48032	117950	408863	15245	153552	248	45890	2412	1190	63149	69398	14382	4080	1207	358866	90466	448478	1070490	73404	2265	803	6601	101784	59835	4703	27569	478561	0	128453	314941	669497	183713	118812	1979696	8060	1038	91402	33647	24479	53247	45215	0	38831	103249	88651	23482	25974	30055	953095	1467273	970	119445	87839	69372	226964	34422	0	47111	95915	293147	151560	183776	252692	315474	295303	80908	51355	38930	441	0	100063	423	160859	16176	429	759	328	1048	168	531771	1064519	5581	58720	76444	0	49131	23963	84387	32055	37723	30833	54984	41420	95772	46153	56530	85683	1623	41363	82408	80515	121011	110992	3910642	441656	282545	91561	7541	88	2772	248	272809	414880	230216	74989	96771	212789	150834	206026	1443	42058	749607	1052470	107554	22247	107466	143207	109914	77944	477	298889	579936	23738	57213	79182	26302	33200	427631	754532	25490	859424	6390	84794	170631	652016	3859	548	1906	6566	876687	3914	395068	47667	426935	70983	321333	439569	2158	65825	117004	226448	166118	296	416149	374370289	68078	23512	7743619	483199	286383	205860	51892	63619	16386	60270	555289	11960	61032	174626	9449	0	44153	929682	319054	265485	34158	32361	48175	79019	13437	563611	100	1117	567	1523	14812	966	70526	174	100480	20520	45027	0	118347	96888	113717	21868	107259	45620	1703	1200	0	3988	1732	2566	2185	46	537	834	3490	968	553	8365	1124	4919	2497	7253	1061	4909	4022	790	448	498	1237	2006	968	5923	888	17365	4342	1104	5031	3371	1332	1587	669	0	7500	11537	7008	11791	114427	1099	36897	28095	190564	358087	460422	10921	6181	295	108753	351142	538073	120792	223872	94424	39990	7940	13785	66208	120798	273869	83615	572	94526	96764	494	54847	2162	83430	34632	520342	47979	308584	182608	3227	9837	9104	1147	1844	899
